Text;Sentiment;Kesesuaian
bpjs naik it feel so high damage bossque ga ada jaminan juga meningkatnya kualitas layanan kesehatan bpjs naik karena negara defisit anggaran bukan akal sehat;Negatif;
cek iuran bpjs kesehatan lewat apk bulan mei belum di bayar yg udah bulan april giliran mau di bayar lewat bca mbanking tulisan nya tagihan sudah di bayar ini gimana woy bentar lagi tgl juni tar gua kena denda engga gara telat bayar per mei ini. ga ada otak emang.;Negatif;
bisa bisa nya iuran bpjs kesehatan resmi naik di tengah pandemi ;Negatif;
krn negara tak mampu membiayai makan para napi dilepas krn tak mampu berikan jaminan kesehatan iuran bpjs dinaikkan krn tak mampu berikan subsidi bbm dan tdl maka subsidi dicabut krn tak mampu berikan pekerjaan yg layakkpd rakyat maka lapangan kerja cm buat tka china;Negatif;
iuran bpjs kesehatan resmi naik di tengah pandemi covid;Negatif;
naikkan iuran bpjs saat negara berstatus darurat kesehatan ingin terapkan new normal saat jumlah kasus positif dan kematian masih meningkat government terambyar kebohonganbaru ;Negatif;
gak nemu cuitan bpk ini saat ada kenaikan bpjs padahal itu sangat terkait kepentingan  kesehatan rakyat sesuai amanat uud pasal tuan kemana diem doang stop kebohongan baru untuk tutupi kebohongan sebelumnya;Negatif;
iuran bpjs kesehatan, pemerintah konyol harus cabut keputusan yang rugikan rakyat ;Negatif;
ini alasan kenaikan bpjs kesehatan harus digugat sangat tidak memiliki empati dan konyol;Negatif;
trs pdip sudah berbuat apa buat rakyat indonesia sembako or blt or cuman bs mencela pemimpin dki jakarta saja kerja nyatanya apa buat rakyat indonesia ada yang bs jawab ap cuman bs ny naikin bpjs kesehatan listrik sm harga bbm itu berarti merugikan rakyat indonesia yah gt;Negatif;
bangsat iuran bpjs kesehatan resmi naik di tengah pandemi covid;Negatif;
iuran bpjs kesehatan resmi naik di tengah pandemi covid serba serbi mmc pemerintah lagi mengeluarkan kebijakan yg melukai hari rakyat ditengah pandemi covid iuran bpjs kesehatan resmi naik protes dan kecaman pun berdatangan dr banyak kalangan;Negatif;
kapankah negara biayai rakyat bbm haruse turun ya ga turun bpjs kesehatan haruse isa gratis malah dinaiki kl ga isa berjuang buat rakyat munduro ae cc ;Negatif;
yakin presentase rakyat miakin di era sekarang turun bpjs kesehatan naik juta jiwa rakyat miskin tetap ditanggung negara sejak kapan orang kaya bpjs nya ditanggung negara;Negatif;
politisi gerindra levelnya kok begini rakyat jg berhak dijamin kesehatan  keselamatannya jgn hanya bpjs aja yg dinaikkan pajak ditinggikan tapi giliran memenuhi kebutuhan pokok rakyat gratis sebulan aja udah ga sanggup;Negatif;
yakin trs kerjaan kelen apa dg kebijakan rezim dongok ini yg banyak menyimpang byk mengabaikan keadilan kesejahteraan kesehatan kemakmuran rakyat tp malah utk para cukong bebasin koruptor tp menjebloskan ulama dimana suaramu ttg listrik bpjs bbm bacotmu abnormal;Negatif;
kan rakyatnya trs menerus membayar pajak ke negara pajak kendaraan pajak bumi bangunan pajak penghasilan bpjs kesehatan naik jg hrs dibyr kan;Negatif;
anjing iuran bpjs kesehatan resmi naik di tengah pandemi covid;Negatif;
iuran bpjs kesehatan resmi naik di tengah pandemi covid pemerintah lagi lagi mengeluarkan kebijakan yang melukai hari rakyat ditengah pandemi covid nah apakah ada jaminan kenaikan iuran ini akan mampu meningkatkan kualitas pelayanan kesehatan;Negatif;
lalu fungsinya new normal apa pak berpengaruhkah nanti pada bpjs ataupun askes ataupun kesehatan lainnya apakah rakyat kecil akan di cover;Negatif;
klo dibalik aja gimana rakyat dah lelah mbiayai negara mulai dari pph ppn pbb listrik mahal bbm mahal bpjs kesehatan apa bisa negara ini hidup tanpa rakyatnya apa bisa negara ini bergerak tanpa memungut sepeserpun dari rakyatnya klo emang bisa buktikan jalankan;Negatif;
iuran bpjs kesehatan resmi naik di tengah pandemi covid pemerintah lagi lagi mengeluarkan kebijakan yang melukai hari rakyat ditengah pandemi covid iuran bpjs kesehatan resmi naik protes dan kecaman pun berdatangan dari banyak kalangan;Negatif;
iuran bpjs kesehatan resmi naik di tengah pandemi covid serba serbi mmc pemerintah lagi lagi mengeluarkan kebijakan yang melukai hari rakyat ditengah pandemi covid iuran bpjs kesehatan resmi naik;Negatif;
woii bayangkan jika sampai ditutup berapa banyak penderita kanker gagal ginjal yg harus cuci darah dan penderita sakit lain yg butuh biaya besar tidak bisa tertolong ;Negatif;
disumpal para kapital bertanggung jawabkah negara atas kesehatan rakyat jika jurus palak ala bpjs dinaikkan menjaga persatuankah nkri dg disahkannya ruu hip peluang bangkitnya pki pedulikah negara atas nyawa rakyat jk akses tka masih dibuka saat pandemi;Negatif;
rakyat juga tidak mungkin terus menerus membayar pajak dan bpjs sekaya apapun rakyatnya rakyat pasti tidak akan mampu rakyat harus bekerja mencari nafkah untuk membantu fakir miskin yg tak mampu di pelihara klean mesti sering cuci tangan pakai masker dan jaga kesehatan;Negatif;
tapi sektor kesehatan dan bpjs ga disuntik suntik;Negatif;
giliran amanat uud pasal soal pelayanan kesehatan dan pemerintah menaikan iuran bpjs kesehatan disitu mingkem aja wakil rakyat prettt;Negatif;
iuran bpjs kesehatan resmi naik di tengah pandemi covid serba serbi mmc pemerintah lagi lagi mengeluarkan kebijakan yang melukai hari rakyat nah apakah ada jaminan kenaikan iuran ini akan mampu meningkatkan kualitas pelayanan kesehatan;Negatif;
tp bpjs itu kan semacam asuransi kesehatan dasar yg emang harusnya jadi hak semua warga negara sementara asuransi kesehatan swasta manfaat dan keuntungannya bs lebih luas dan fleksibel dengan kebutuhan kemampuan kita;Negatif;
bpjs kesehatan defisit apa kabarnya gaji tenaga medis banyak yg d potong menyalurkan bantuan gak masalah asalkan yg garda terdepan covid lah d utamakan dulu kemenbumn;Negatif;
seperti gebetan yang ditikung temen sendiri ups direlakan atau tetap dikejar ini ;Negatif;
menolak lupa delapan tahun lalu mantan menteri kesehatan siti fadilah supari sudah mengingatkan akan bahaya bpjs. karena korban kapitalis malah diharuskan bantu kapitalis;Negatif;
iuran bpjs kesehatan resmi naik di tengah pandemi covid lagi susah ditambah susah astagfirullah ;Negatif;
kesehatan di jamin oleh negaraa mas broo itu sudah dlm uud nya dan semua yg jadi presiden ya harus begitu menjalankan amanah uud masalahnya ekonomi negara ini berapa persen bpjs di naikan kebayang mas broo masyrakt kecil yg hrus bayar asal perbulan jadi rb coba makai otak untuk orang miskin seperti kami;Negatif;
malah menurutku gausa subsidi samsek soal bbm ini daripada dia pengen ada subsidi bbm tp malah ujungnya utang pertamina mending dialihin buat bpjs pendidikan atau kesehatan percuma pejabat gendut doang tidak ada otak;Negatif;
pasti kalian pernah mengalami migran ya ampun jangan sampai deh kena migran sakit nya kaya diketok palu naik begini biayanya gimana mau berobat;Negatif;
karena kebanyakan mikir akhirnya penyakit yang ada bertambah parah karena masih keberatan dengan kenaikan iuran bpjs kesehatan;Negatif;
prnah dnger gak istilah potong kukunya atau jarinya untuk perumpamaan saat ada masalah kayaknya cocok ya buat dianalogikan pada kondisi bpjs kesehatan saat ini ;Negatif;
tenaga kontrak penyiar tvri egk dapet bpjs kesehatan bpjskesehatanri  bpjs ketenagakerjaan bpjstkinfo dan egk dapat thr juga padahal mereka juga liputan saat musibah saat hujan longsor dsb gaji mereka egk pernah ontime kadang dua bulan tidak di bayarkan;Negatif;
kalo kasus covid makin nambah bpjs kolaps sistem kesehatan runtuh nakes sakit semua lo mau apa nulis surat warisan juga gaada gunanya;Negatif;
ya allah makin ngenes iuran bpjs kesehatan resmi naik di tengah pandemi covid hidup rakyat makin teriris;Negatif;
bpjs kesehatan resmi naik di tengah pandemi covid begitu dzalimnya penguasa terhadap rakyat;Negatif;
gonjang ganjing banyaknya peserta yang dikeluarkan dari jalur pbi ini penjelasan bpjs kesehatan;Negatif;
new normal itu berarti seluruh fasilitas istimewa pejabat dilucuti penghasilan disamakan dg umr dll ke kantor naik angkutan umum sepeda motor mobil biasa tnp iring iringan fasilitas kesehatan juga dari bpjs blh milih kelas tdk ada prioritas apapun piye;Negatif;
nutupin defisit bpjs kesehatan rakyat yg diperas iuran dinaikan menghadapi menanagi corona covid rakyat disuruh gotong royong diminta sumbangan gaji dipotong dll giliran ada kepentingan penguasa &  cukomg pemerintah gelontorkan dana ratusan triliyun luar biasa;Negatif;
desa ke kota yang cukup jauh belum lagi puskesmas atau klinik tidak punya fasilitas kesehatan yang mumpuni seperti rsud belum lagi sistem antrian bpjs yang panjang artinya herd immunity depopulasi rakyat;Negatif;
loh ini bukan masalah kaya gak kaya ini ttg cara pandang prioritas anda ttg kesehatan iuran bpjs kelas tiga tetap tidak ada kenaikan knp gak mau pakai kelas tiga gengsi makan tuch gengsi mau yang gratisan daftar program indonesia sehat beres;Negatif;
mending bubar saja ruwet setelah kelas dihapus begini pengaturan peserta bpjs kesehatan;Negatif;
kebijakan menaikkan tarif bpjs disaat pandemi ini merupakan kebijakan yang miskin empati bahkan zalim lebih dari itu merupakan upaya liberalisasi bidang kesehatan yang melanggar konstitusi ;Negatif;
gila kebijakan awal bpjs kesehatan yg diperuntukan untuk memberikan pelayanan kesehatan bagi masyarakat terutama masyarakat kurang mampu kini berbalik menekan apa kami ini sudah dianggap beban bagi penguasa kebijakan dibuat untuk melindungi bkan menindas warga;Negatif;
haris azhar rezim era jokowi sering kali abaikan hukum terutama putusan ma paling baru pemerintahan presiden jokowi menentang putusan ma dgn kembali menaikkan iuran bpjs kesehatan;Negatif;
bisnis penegakan hukum ini bisa kita lihat kiwari ketika hakim ma memutuskan untuk menolak kenaikan tarif bpjs melalui uji materi atau judicial review atas pp no tahun tentang jaminan kesehatan tapi apa yang dilakukan oleh rezim setelah putusan dibatalkan;Negatif;
rezimberjutakasus rezimberjutakasus jokowi dinilai lembek soal psbb tapi tegas naikkan iuran bpjs kesehatan download link;Negatif;
maaf selama uu no dua puluh empat thn dua ribu sebelas belum direvisi maka sepertinya permasalahan dlm bpjs kesehatan tetap akan berlanjut isi dari uu itu sendiri yg menimbulkan polemik tidak mustahil bhw kehadiran covid adalah sebagai salah satu kutukan dari uu ;Negatif;
dengan kembali menaikkan iuran bpjs kesehatan pemerintah telah mempermainkan rakyatnya sendiri rezimberjutakasus rezimberjutakasus;Negatif;
dulu negara subsidi rakyat sekarang rakyat subsidi negara ms didu lewat akun twitter ingat uu bpjs bukan untuk memeras rakyat tapi pemerintah negara mengambil alih tanggung jawab pelayanan kesehatan jangan di balik;Negatif;
yg di phk dan penggaguran bertambah bpjs naik nunggak bpjs tdk dilayani di tambah nunggak kena denda tiga puluh jt rezimjokowipemusnahrakyat nunggak bpjs kesehatan kini terancam denda rp tiga puluh juta;Negatif;
setuju pak giliran naikin listrik bpjs sepihak tp peduliin kemampuan rakyat negara ini milik siapa sih tujuan dibentuknya bpjs adalah utk membantu masyarakat dlm bidang kesehatan, bukan sebaliknya memeras rakyat;Negatif;
semakin ngawur aja kebijakan rezim ini hanya mau menyelamatkan isi perutnya sendiri tapi tidak memikirkan rakyat bye bye kelas peserta bpjs kesehatan bakal dihapus ;Negatif;
jokowi dinilai lembek soal psbb tapi tegas naikkan iuran bpjs kesehatan;Negatif;
tidak semudah omongan bos kalau cuma asbun knalpot lebih nyaring bunyinya sejauh negeri ini ada baru kali ini urusan kesehatan yang dicover bpjs mudah dan benar benar tercover anda mengkritik apa nyinyir om msaiddidu stopprovokasiditengahpandemi;Negatif;
kpk tata kelola buruk bpjs kesehatan potensi rugikan negara ;Negatif;
tarif iuran bpjs kesehatan naik bpjs jamin kualitas layanan kelas tiga tetap sama bpjskesehatan;Negatif;
krn pemerintah gk punya duit buat nyuntik bpjs saya yakin pak kelas di bpjs kesehatan akan ada di antara kelas;Negatif;
berjuta manfaat maman tak masalah iuran bpjs kesehatan naik judul berita tak semewah isinya berhentilah melakukan click bait dari judul taik;Negatif;
rakyat diperas vs bpjs berpoya bpjs menangani masalah sosial kesehatan rakyat tetapi tatakelola;Negatif;
ketegasan pemerintah yg payah kedisiplinan sebagian warga yg kurang psbb diperpanjang tp dijalan sudah padat bandara pasar mall dipenuhi orang tolol naiknya iuran bpjs kesehatan perubahan jadwal cuti bersama yg mendadak sy bingung harus sedih atau harus teriak kontol;Negatif;
kami sekeluarga memutuskan berhenti bayar makanya sda diatur dan dikelola untuk kesejahteraan rakyatnya dong jangan dijual murah rumah sakit dan kesehatan jangan diliberasisasi dikuasai swasta terus bikin bpjs dengan dalih iuran makin hari negara makin jadi tukang palak;Negatif;
jokowi naikkan iuran bpjs kesehatan pemkot solo hanya mampu bayar angsuran premi sampai mei jokowi bpjs merahputih;Negatif;
keputusan presiden jokowi menaikkan iuran bpjs kesehatan kembali digugat gugatan terhadap peraturan presiden perpres nomor tahun diajukan kepada mahkamah agung ma jokowi bpjs kesehatan ;Negatif;
komunitas pasien cuci darah kembali gugat kenaikan iuran bpjs kesehatan ;Negatif;
nunggak bpjs kesehatan kini terancam denda rp juta dendanya juga naik dua kali lipat jadi lima persen hajaarr tross rakyat nya perass jangan kasih kendor yaa;Negatif;
iuran bpjs kesehatan naik lagi lalu digugat lagi;Negatif;
belum punya anggaran untuk bayar premi pemkot surati bpjs kesehatan;Negatif;
politik hukum dri dibentuknya uu bpjs yaitu utk pemenuhan hak atas kesehatan rakyat indonesia sehingga memberikan kewajiban pada pemerintah utk memberikan jaminan kesehatan namun stlh keluarnya perpres no thn justru cenderung kewajiban lebih banyak dibebankan pada rakyat ;Negatif;
bahkan sbuah institusi negara terangan melawan hukum dgn membngkang trhdp putusan pngadilan bpjs kesehatan case abam reformasidikorupsi;Negatif;
apakah benar staff bpjs punya  asuransi kesehatan bpjs kes;Negatif;
maka sekali lagi kita tidak pernah salah saat mengatakan bpjs adalah pemalakan rakyat oleh penguasa atas nama iuran kesehatan;Negatif;
ansori siregar sebut kenaikan bpjs kesehatan bentuk pemaksaan masyarakat ;Negatif;
kenaikan iuran bpjs kesehatan kembali digugat penggugat nilai masih ada ego sektoral tribunnews;Negatif;
indonesiaterserah jokowi dinilai lembek soal psbb tapi tegas naikkan iuran bpjs kesehatan;Negatif;
terbaru bpjs kesehatan terus defisit tulus abadi tetap salahkan perokok;Negatif;
jakowi di gugat lagi gara gara bpjs kesehatan;Negatif;
nunggak bpjs kesehatan kini terancam denda rp juta banyak sekali dendanya lhawong bayar iurannya keberatan apalagi bayar dendanya sak karepmulah sak senengmu puas-puasno kunu;Negatif;
peserta bpjs kesehatan yang menunggak pembayaran iuran akan diberhentikan kepesertaannya sementara;Negatif;
nunggak bpjs kesehatan kini terancam denda rp juta makin stress rezim ini orang sudah susah diberi kenaikkan dan malah mau didenda;Negatif;
nunggak bpjs kesehatan kini terancam denda rp tiga puluh juta;Negatif;
gila segini amat negara mencari uang dahlah bubarin saja tuh bpjs dan bpip rakyat diancam terus saya mau nabung di celengan saja bebas denda penunggak bpjs kesehatan terancam sangsi denda tiga puluh juta;Negatif;
btw saya juga terpaksa pake bpjs kesehatan dan ketenagakerjaan karena kerja di bumn bpjs ketenagakerjaan udh beres dicairkan tinggal mau menonaktifkan bpjs kesehatan ingin berhenti bukan tanpa alasan karena bpjs itu haram judi stfu untuk bpjs;Negatif;
kasian yg rakyat kecil mau sembuh dr penyakit aja hrs menanggung beban tunggakan ga tanggung smp lima persen belum lagi ada kenaikan semoga segera tumbang rezim ini amiiinnn nunggak bpjs kesehatan kini terancam denda rp tiga puluh juta ;Negatif;
dendanya lebih mahal dibanding iurannya bpjs kesehatan kok gak sehat otaknya bpjs kesehatan itu instansi penjamin kesehatan atau rentenir lintah darat ingat tunggakan bpjs kesehatan di rumah sakit rekanan banyak yg belum terbayar juga apa gak malu tuh;Negatif;
asuransi dan jaminan kesehatan itu beda asuransi itu profit oriented jaminan kesehatan nasional jamkesmas yg dirubah jd bpjs ini ga tujuan jaminan kesehatan dr negara ada mmg buat melayani rakyat bukan ambil untung dr rakyat layaknya perusahaan swasta atau bumn lain;Negatif;
bukannya membantu rakyat malah menaikkan iuran bpjs ugal ugalan kuasa hukum kpcdi rusdianto matulatuwa kenaikan iuran bpjs kesehatan jilid dua ini tidak mempunyai empati di tengah kesulitan warga saat pandemi corona;Negatif;
makanya kamu kutanya apa itu trauma belasting sehingga berdiri badan penyelenggara dana pemeliharaan kesehatan cikal bakal bpjs kesehatan kemudian dikaitkan penyelewengan tata kelola keuangan negara oleh orba yg dilanjutkan rezim sampai sekarang bahkan;Negatif;
bpjs vs layanan kesehatan khilafah tegakkan ;Negatif;
sumpa yah sakit hati dari dulu tuh nakes selalu direndahkan dan disalahkan manajemen rs bobrok aja yg disalahkan nakes bpjs yg buat aturan nakes pula yg disalahkan aturan dari mentri kesehatan tp tetep nakes juga yg disalahkan gak jarang juga dikata pembantu lah apalah;Negatif;
