,STOP_REMOVAL,STEMMING,Text_Token,Sentiment
1805,iuran bpjs kesehatan resmi pandemi covid serba serbi mmc pemerintah mengeluarkan kebijakan melukai rakyat ditengah pandemi covid iuran bpjs kesehatan resmi,iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'serba', 'serbi', 'mmc', 'perintah', 'keluar', 'bijak', 'luka', 'rakyat', 'tengah', 'pandemi', 'covid', 'iur', 'bpjs', 'sehat', 'resmi']",Negatif
1806,woii bayangkan ditutup penderita kanker gagal ginjal cuci darah penderita sakit butuh biaya tertolong ,woii bayang tutup derita kanker gagal ginjal cuci darah derita sakit butuh biaya tolong,"['woii', 'bayang', 'tutup', 'derita', 'kanker', 'gagal', 'ginjal', 'cuci', 'darah', 'derita', 'sakit', 'butuh', 'biaya', 'tolong']",Negatif
1807,disumpal kapital bertanggung jawabkah negara kesehatan rakyat jurus palak ala bpjs dinaikkan menjaga persatuankah nkri disahkannya ruu hip peluang bangkitnya pki pedulikah negara nyawa rakyat jk akses tka dibuka pandemi,sumpal kapital tanggung jawab negara sehat rakyat jurus palak ala bpjs naik jaga satu nkri sah ruu hip peluang bangkit pki peduli negara nyawa rakyat jk akses tka buka pandemi,"['sumpal', 'kapital', 'tanggung', 'jawab', 'negara', 'sehat', 'rakyat', 'jurus', 'palak', 'ala', 'bpjs', 'naik', 'jaga', 'satu', 'nkri', 'sah', 'ruu', 'hip', 'peluang', 'bangkit', 'pki', 'peduli', 'negara', 'nyawa', 'rakyat', 'jk', 'akses', 'tka', 'buka', 'pandemi']",Negatif
1808,rakyat menerus membayar pajak bpjs sekaya apapun rakyatnya rakyat rakyat mencari nafkah membantu fakir miskin pelihara klean mesti cuci tangan pakai masker jaga kesehatan,rakyat terus bayar pajak bpjs kaya apa rakyat rakyat rakyat cari nafkah bantu fakir miskin pelihara klean mesti cuci tangan pakai masker jaga sehat,"['rakyat', 'terus', 'bayar', 'pajak', 'bpjs', 'kaya', 'apa', 'rakyat', 'rakyat', 'rakyat', 'cari', 'nafkah', 'bantu', 'fakir', 'miskin', 'pelihara', 'klean', 'mesti', 'cuci', 'tangan', 'pakai', 'masker', 'jaga', 'sehat']",Negatif
1809,sektor kesehatan bpjs disuntik suntik,sektor sehat bpjs suntik suntik,"['sektor', 'sehat', 'bpjs', 'suntik', 'suntik']",Negatif
1810,giliran amanat uud pasal pelayanan kesehatan pemerintah menaikan iuran bpjs kesehatan disitu mingkem wakil rakyat prettt,gilir amanat uud pasal layan sehat perintah naik iur bpjs sehat situ mingkem wakil rakyat prettt,"['gilir', 'amanat', 'uud', 'pasal', 'layan', 'sehat', 'perintah', 'naik', 'iur', 'bpjs', 'sehat', 'situ', 'mingkem', 'wakil', 'rakyat', 'prettt']",Negatif
1811,iuran bpjs kesehatan resmi pandemi covid serba serbi mmc pemerintah mengeluarkan kebijakan melukai rakyat jaminan kenaikan iuran meningkatkan kualitas pelayanan kesehatan,iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat jamin naik iur tingkat kualitas layan sehat,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'serba', 'serbi', 'mmc', 'perintah', 'keluar', 'bijak', 'luka', 'rakyat', 'jamin', 'naik', 'iur', 'tingkat', 'kualitas', 'layan', 'sehat']",Negatif
1812,bpjs asuransi kesehatan dasar emang hak warga negara asuransi kesehatan swasta manfaat keuntungannya bs luas fleksibel kebutuhan kemampuan,bpjs asuransi sehat dasar emang hak warga negara asuransi sehat swasta manfaat untung bs luas fleksibel butuh mampu,"['bpjs', 'asuransi', 'sehat', 'dasar', 'emang', 'hak', 'warga', 'negara', 'asuransi', 'sehat', 'swasta', 'manfaat', 'untung', 'bs', 'luas', 'fleksibel', 'butuh', 'mampu']",Negatif
1813,bpjs kesehatan defisit kabarnya gaji tenaga medis d potong menyalurkan bantuan garda terdepan covid d utamakan kemenbumn,bpjs sehat defisit kabar gaji tenaga medis d potong salur bantu garda depan covid d utama kemenbumn,"['bpjs', 'sehat', 'defisit', 'kabar', 'gaji', 'tenaga', 'medis', 'd', 'potong', 'salur', 'bantu', 'garda', 'depan', 'covid', 'd', 'utama', 'kemenbumn']",Negatif
1814,gebetan ditikung temen ups direlakan dikejar ,gebetan tikung temen ups rela kejar,"['gebetan', 'tikung', 'temen', 'ups', 'rela', 'kejar']",Negatif
1815,menolak lupa delapan mantan menteri kesehatan siti fadilah supari bahaya bpjs. korban kapitalis diharuskan bantu kapitalis,tolak lupa delapan mantan menteri sehat siti fadilah supari bahaya bpjs korban kapitalis harus bantu kapitalis,"['tolak', 'lupa', 'delapan', 'mantan', 'menteri', 'sehat', 'siti', 'fadilah', 'supari', 'bahaya', 'bpjs', 'korban', 'kapitalis', 'harus', 'bantu', 'kapitalis']",Negatif
1816,iuran bpjs kesehatan resmi pandemi covid susah ditambah susah astagfirullah ,iur bpjs sehat resmi pandemi covid susah tambah susah astagfirullah,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'susah', 'tambah', 'susah', 'astagfirullah']",Negatif
1817,kesehatan jamin negaraa mas broo dlm uud presiden menjalankan amanah uud ekonomi negara persen bpjs naikan kebayang mas broo masyrakt hrus bayar perbulan rb coba makai otak orang miskin,sehat jamin negaraa mas broo dlm uud presiden jalan amanah uud ekonomi negara persen bpjs naik bayang mas broo masyrakt hrus bayar bulan rb coba maka otak orang miskin,"['sehat', 'jamin', 'negaraa', 'mas', 'broo', 'dlm', 'uud', 'presiden', 'jalan', 'amanah', 'uud', 'ekonomi', 'negara', 'persen', 'bpjs', 'naik', 'bayang', 'mas', 'broo', 'masyrakt', 'hrus', 'bayar', 'bulan', 'rb', 'coba', 'maka', 'otak', 'orang', 'miskin']",Negatif
1818,menurutku gausa subsidi samsek bbm pengen subsidi bbm ujungnya utang pertamina mending dialihin bpjs pendidikan kesehatan pejabat gendut doang otak,turut gausa subsidi samsek bbm ken subsidi bbm ujung utang pertamina mending dialihin bpjs didik sehat jabat gendut doang otak,"['turut', 'gausa', 'subsidi', 'samsek', 'bbm', 'ken', 'subsidi', 'bbm', 'ujung', 'utang', 'pertamina', 'mending', 'dialihin', 'bpjs', 'didik', 'sehat', 'jabat', 'gendut', 'doang', 'otak']",Negatif
1819,mengalami migran ampun deh kena migran sakit kaya diketok palu biayanya gimana berobat,alami migran ampun deh kena migran sakit kaya ketok palu biaya gimana obat,"['alami', 'migran', 'ampun', 'deh', 'kena', 'migran', 'sakit', 'kaya', 'ketok', 'palu', 'biaya', 'gimana', 'obat']",Negatif
1820,kebanyakan mikir penyakit bertambah parah keberatan kenaikan iuran bpjs kesehatan,banyak mikir sakit tambah parah berat naik iur bpjs sehat,"['banyak', 'mikir', 'sakit', 'tambah', 'parah', 'berat', 'naik', 'iur', 'bpjs', 'sehat']",Negatif
1821,prnah dnger istilah potong kukunya jarinya perumpamaan kayaknya cocok dianalogikan kondisi bpjs kesehatan ,prnah dnger istilah potong kuku jari umpama kayak cocok analogi kondisi bpjs sehat,"['prnah', 'dnger', 'istilah', 'potong', 'kuku', 'jari', 'umpama', 'kayak', 'cocok', 'analogi', 'kondisi', 'bpjs', 'sehat']",Negatif
1822,tenaga kontrak penyiar tvri egk dapet bpjs kesehatan bpjskesehatanri  bpjs ketenagakerjaan bpjstkinfo egk thr liputan musibah hujan longsor dsb gaji egk ontime kadang bayarkan,tenaga kontrak siar tvri egk dapet bpjs sehat bpjskesehatanri bpjs ketenagakerjaan bpjstkinfo egk thr liput musibah hujan longsor dsb gaji egk ontime kadang bayar,"['tenaga', 'kontrak', 'siar', 'tvri', 'egk', 'dapet', 'bpjs', 'sehat', 'bpjskesehatanri', 'bpjs', 'ketenagakerjaan', 'bpjstkinfo', 'egk', 'thr', 'liput', 'musibah', 'hujan', 'longsor', 'dsb', 'gaji', 'egk', 'ontime', 'kadang', 'bayar']",Negatif
1823,covid nambah bpjs kolaps sistem kesehatan runtuh nakes sakit lo nulis surat warisan gaada gunanya,covid nambah bpjs kolaps sistem sehat runtuh nakes sakit lo nulis surat waris gaada guna,"['covid', 'nambah', 'bpjs', 'kolaps', 'sistem', 'sehat', 'runtuh', 'nakes', 'sakit', 'lo', 'nulis', 'surat', 'waris', 'gaada', 'guna']",Negatif
1824,allah ngenes iuran bpjs kesehatan resmi pandemi covid hidup rakyat teriris,allah ngenes iur bpjs sehat resmi pandemi covid hidup rakyat iris,"['allah', 'ngenes', 'iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'hidup', 'rakyat', 'iris']",Negatif
1825,bpjs kesehatan resmi pandemi covid dzalimnya penguasa rakyat,bpjs sehat resmi pandemi covid dzalimnya kuasa rakyat,"['bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'dzalimnya', 'kuasa', 'rakyat']",Negatif
1826,gonjang ganjing banyaknya peserta dikeluarkan jalur pbi penjelasan bpjs kesehatan,gonjang ganjing banyak serta keluar jalur pbi jelas bpjs sehat,"['gonjang', 'ganjing', 'banyak', 'serta', 'keluar', 'jalur', 'pbi', 'jelas', 'bpjs', 'sehat']",Negatif
1827,new normal fasilitas istimewa pejabat dilucuti penghasilan disamakan umr kantor angkutan sepeda motor mobil tnp iring iringan fasilitas kesehatan bpjs blh milih kelas tdk prioritas apapun piye,new normal fasilitas istimewa jabat lucut hasil sama umr kantor angkut sepeda motor mobil tnp iring iring fasilitas sehat bpjs blh milih kelas tdk prioritas apa piye,"['new', 'normal', 'fasilitas', 'istimewa', 'jabat', 'lucut', 'hasil', 'sama', 'umr', 'kantor', 'angkut', 'sepeda', 'motor', 'mobil', 'tnp', 'iring', 'iring', 'fasilitas', 'sehat', 'bpjs', 'blh', 'milih', 'kelas', 'tdk', 'prioritas', 'apa', 'piye']",Negatif
1828,nutupin defisit bpjs kesehatan rakyat diperas iuran dinaikan menghadapi menanagi corona covid rakyat disuruh gotong royong sumbangan gaji dipotong giliran kepentingan penguasa &  cukomg pemerintah gelontorkan dana ratusan triliyun,nutupin defisit bpjs sehat rakyat peras iur naik hadap menanagi corona covid rakyat suruh gotong royong sumbang gaji potong gilir penting kuasa cukomg perintah gelontor dana ratus triliyun,"['nutupin', 'defisit', 'bpjs', 'sehat', 'rakyat', 'peras', 'iur', 'naik', 'hadap', 'menanagi', 'corona', 'covid', 'rakyat', 'suruh', 'gotong', 'royong', 'sumbang', 'gaji', 'potong', 'gilir', 'penting', 'kuasa', 'cukomg', 'perintah', 'gelontor', 'dana', 'ratus', 'triliyun']",Negatif
1829,desa kota puskesmas klinik fasilitas kesehatan mumpuni rsud sistem antrian bpjs herd immunity depopulasi rakyat,desa kota puskesmas klinik fasilitas sehat mumpuni rsud sistem antri bpjs herd immunity depopulasi rakyat,"['desa', 'kota', 'puskesmas', 'klinik', 'fasilitas', 'sehat', 'mumpuni', 'rsud', 'sistem', 'antri', 'bpjs', 'herd', 'immunity', 'depopulasi', 'rakyat']",Negatif
1830,loh kaya kaya ttg pandang prioritas ttg kesehatan iuran bpjs kelas kenaikan knp pakai kelas gengsi makan tuch gengsi gratisan daftar program indonesia sehat beres,loh kaya kaya ttg pandang prioritas ttg sehat iur bpjs kelas naik knp pakai kelas gengsi makan tuch gengsi gratis daftar program indonesia sehat beres,"['loh', 'kaya', 'kaya', 'ttg', 'pandang', 'prioritas', 'ttg', 'sehat', 'iur', 'bpjs', 'kelas', 'naik', 'knp', 'pakai', 'kelas', 'gengsi', 'makan', 'tuch', 'gengsi', 'gratis', 'daftar', 'program', 'indonesia', 'sehat', 'beres']",Negatif
1831,mending bubar ruwet kelas dihapus pengaturan peserta bpjs kesehatan,mending bubar ruwet kelas hapus atur serta bpjs sehat,"['mending', 'bubar', 'ruwet', 'kelas', 'hapus', 'atur', 'serta', 'bpjs', 'sehat']",Negatif
1832,kebijakan menaikkan tarif bpjs disaat pandemi kebijakan miskin empati zalim upaya liberalisasi bidang kesehatan melanggar konstitusi ,bijak naik tarif bpjs saat pandemi bijak miskin empati zalim upaya liberalisasi bidang sehat langgar konstitusi,"['bijak', 'naik', 'tarif', 'bpjs', 'saat', 'pandemi', 'bijak', 'miskin', 'empati', 'zalim', 'upaya', 'liberalisasi', 'bidang', 'sehat', 'langgar', 'konstitusi']",Negatif
1833,gila kebijakan bpjs kesehatan diperuntukan pelayanan kesehatan masyarakat masyarakat berbalik menekan dianggap beban penguasa kebijakan melindungi bkan menindas warga,gila bijak bpjs sehat untuk layan sehat masyarakat masyarakat balik tekan anggap beban kuasa bijak lindung bkan tindas warga,"['gila', 'bijak', 'bpjs', 'sehat', 'untuk', 'layan', 'sehat', 'masyarakat', 'masyarakat', 'balik', 'tekan', 'anggap', 'beban', 'kuasa', 'bijak', 'lindung', 'bkan', 'tindas', 'warga']",Negatif
1834,haris azhar rezim era jokowi kali abaikan hukum putusan ma pemerintahan presiden jokowi menentang putusan ma menaikkan iuran bpjs kesehatan,haris azhar rezim era jokowi kali abai hukum putus ma perintah presiden jokowi tentang putus ma naik iur bpjs sehat,"['haris', 'azhar', 'rezim', 'era', 'jokowi', 'kali', 'abai', 'hukum', 'putus', 'ma', 'perintah', 'presiden', 'jokowi', 'tentang', 'putus', 'ma', 'naik', 'iur', 'bpjs', 'sehat']",Negatif
1835,bisnis penegakan hukum lihat kiwari hakim ma memutuskan menolak kenaikan tarif bpjs uji materi judicial review pp no jaminan kesehatan rezim putusan dibatalkan,bisnis tega hukum lihat kiwari hakim ma putus tolak naik tarif bpjs uji materi judicial review pp no jamin sehat rezim putus batal,"['bisnis', 'tega', 'hukum', 'lihat', 'kiwari', 'hakim', 'ma', 'putus', 'tolak', 'naik', 'tarif', 'bpjs', 'uji', 'materi', 'judicial', 'review', 'pp', 'no', 'jamin', 'sehat', 'rezim', 'putus', 'batal']",Negatif
1836,rezimberjutakasus rezimberjutakasus jokowi dinilai lembek psbb naikkan iuran bpjs kesehatan download link,rezimberjutakasus rezimberjutakasus jokowi nilai lembek psbb naik iur bpjs sehat download link,"['rezimberjutakasus', 'rezimberjutakasus', 'jokowi', 'nilai', 'lembek', 'psbb', 'naik', 'iur', 'bpjs', 'sehat', 'download', 'link']",Negatif
1837,maaf uu no puluh thn ribu sebelas direvisi permasalahan dlm bpjs kesehatan berlanjut isi uu menimbulkan polemik mustahil bhw kehadiran covid salah kutukan uu ,maaf uu no puluh thn ribu sebelas revisi masalah dlm bpjs sehat lanjut isi uu timbul polemik mustahil bhw hadir covid salah kutu uu,"['maaf', 'uu', 'no', 'puluh', 'thn', 'ribu', 'sebelas', 'revisi', 'masalah', 'dlm', 'bpjs', 'sehat', 'lanjut', 'isi', 'uu', 'timbul', 'polemik', 'mustahil', 'bhw', 'hadir', 'covid', 'salah', 'kutu', 'uu']",Negatif
1838,menaikkan iuran bpjs kesehatan pemerintah mempermainkan rakyatnya rezimberjutakasus rezimberjutakasus,naik iur bpjs sehat perintah main rakyat rezimberjutakasus rezimberjutakasus,"['naik', 'iur', 'bpjs', 'sehat', 'perintah', 'main', 'rakyat', 'rezimberjutakasus', 'rezimberjutakasus']",Negatif
1839,negara subsidi rakyat rakyat subsidi negara ms didu akun twitter uu bpjs memeras rakyat pemerintah negara mengambil alih tanggung pelayanan kesehatan,negara subsidi rakyat rakyat subsidi negara ms didu akun twitter uu bpjs peras rakyat perintah negara ambil alih tanggung layan sehat,"['negara', 'subsidi', 'rakyat', 'rakyat', 'subsidi', 'negara', 'ms', 'didu', 'akun', 'twitter', 'uu', 'bpjs', 'peras', 'rakyat', 'perintah', 'negara', 'ambil', 'alih', 'tanggung', 'layan', 'sehat']",Negatif
1840,phk penggaguran bertambah bpjs nunggak bpjs tdk dilayani nunggak kena denda puluh jt rezimjokowipemusnahrakyat nunggak bpjs kesehatan terancam denda puluh juta,phk penggaguran tambah bpjs nunggak bpjs tdk layan nunggak kena denda puluh jt rezimjokowipemusnahrakyat nunggak bpjs sehat ancam denda puluh juta,"['phk', 'penggaguran', 'tambah', 'bpjs', 'nunggak', 'bpjs', 'tdk', 'layan', 'nunggak', 'kena', 'denda', 'puluh', 'jt', 'rezimjokowipemusnahrakyat', 'nunggak', 'bpjs', 'sehat', 'ancam', 'denda', 'puluh', 'juta']",Negatif
1841,"setuju giliran naikin listrik bpjs peduliin kemampuan rakyat negara milik sih tujuan dibentuknya bpjs membantu masyarakat dlm bidang kesehatan, memeras rakyat",tuju gilir naikin listrik bpjs peduliin mampu rakyat negara milik sih tuju bentuk bpjs bantu masyarakat dlm bidang sehat peras rakyat,"['tuju', 'gilir', 'naikin', 'listrik', 'bpjs', 'peduliin', 'mampu', 'rakyat', 'negara', 'milik', 'sih', 'tuju', 'bentuk', 'bpjs', 'bantu', 'masyarakat', 'dlm', 'bidang', 'sehat', 'peras', 'rakyat']",Negatif
1842,ngawur kebijakan rezim menyelamatkan isi perutnya memikirkan rakyat bye bye kelas peserta bpjs kesehatan dihapus ,ngawur bijak rezim selamat isi perut pikir rakyat bye bye kelas serta bpjs sehat hapus,"['ngawur', 'bijak', 'rezim', 'selamat', 'isi', 'perut', 'pikir', 'rakyat', 'bye', 'bye', 'kelas', 'serta', 'bpjs', 'sehat', 'hapus']",Negatif
1843,jokowi dinilai lembek psbb naikkan iuran bpjs kesehatan,jokowi nilai lembek psbb naik iur bpjs sehat,"['jokowi', 'nilai', 'lembek', 'psbb', 'naik', 'iur', 'bpjs', 'sehat']",Negatif
1844,semudah omongan bos asbun knalpot nyaring bunyinya negeri kali urusan kesehatan dicover bpjs mudah tercover mengkritik nyinyir om msaiddidu stopprovokasiditengahpandemi,mudah omong bos asbun knalpot nyaring bunyi negeri kali urus sehat dicover bpjs mudah tercover kritik nyinyir om msaiddidu stopprovokasiditengahpandemi,"['mudah', 'omong', 'bos', 'asbun', 'knalpot', 'nyaring', 'bunyi', 'negeri', 'kali', 'urus', 'sehat', 'dicover', 'bpjs', 'mudah', 'tercover', 'kritik', 'nyinyir', 'om', 'msaiddidu', 'stopprovokasiditengahpandemi']",Negatif
1845,kpk tata kelola buruk bpjs kesehatan potensi rugikan negara ,kpk tata kelola buruk bpjs sehat potensi rugi negara,"['kpk', 'tata', 'kelola', 'buruk', 'bpjs', 'sehat', 'potensi', 'rugi', 'negara']",Negatif
1846,tarif iuran bpjs kesehatan bpjs jamin kualitas layanan kelas bpjskesehatan,tarif iur bpjs sehat bpjs jamin kualitas layan kelas bpjskesehatan,"['tarif', 'iur', 'bpjs', 'sehat', 'bpjs', 'jamin', 'kualitas', 'layan', 'kelas', 'bpjskesehatan']",Negatif
1847,krn pemerintah gk duit nyuntik bpjs kelas bpjs kesehatan kelas,krn perintah gk duit nyuntik bpjs kelas bpjs sehat kelas,"['krn', 'perintah', 'gk', 'duit', 'nyuntik', 'bpjs', 'kelas', 'bpjs', 'sehat', 'kelas']",Negatif
1848,berjuta manfaat maman iuran bpjs kesehatan judul berita semewah isinya berhentilah click bait judul taik,juta manfaat maman iur bpjs sehat judul berita mewah isi henti click bait judul taik,"['juta', 'manfaat', 'maman', 'iur', 'bpjs', 'sehat', 'judul', 'berita', 'mewah', 'isi', 'henti', 'click', 'bait', 'judul', 'taik']",Negatif
1849,rakyat diperas vs bpjs berpoya bpjs menangani sosial kesehatan rakyat tatakelola,rakyat peras vs bpjs berpoya bpjs tangan sosial sehat rakyat tatakelola,"['rakyat', 'peras', 'vs', 'bpjs', 'berpoya', 'bpjs', 'tangan', 'sosial', 'sehat', 'rakyat', 'tatakelola']",Negatif
1850,ketegasan pemerintah payah kedisiplinan warga psbb diperpanjang dijalan padat bandara pasar mall dipenuhi orang tolol naiknya iuran bpjs kesehatan perubahan jadwal cuti mendadak sy bingung sedih teriak kontol,tegas perintah payah disiplin warga psbb panjang jalan padat bandara pasar mall penuh orang tolol naik iur bpjs sehat ubah jadwal cuti dadak sy bingung sedih teriak kontol,"['tegas', 'perintah', 'payah', 'disiplin', 'warga', 'psbb', 'panjang', 'jalan', 'padat', 'bandara', 'pasar', 'mall', 'penuh', 'orang', 'tolol', 'naik', 'iur', 'bpjs', 'sehat', 'ubah', 'jadwal', 'cuti', 'dadak', 'sy', 'bingung', 'sedih', 'teriak', 'kontol']",Negatif
1851,sekeluarga memutuskan berhenti bayar sda diatur dikelola kesejahteraan rakyatnya dijual murah rumah sakit kesehatan diliberasisasi dikuasai swasta bikin bpjs dalih iuran negara tukang palak,keluarga putus henti bayar sda atur kelola sejahtera rakyat jual murah rumah sakit sehat diliberasisasi asai swasta bikin bpjs dalih iur negara tukang palak,"['keluarga', 'putus', 'henti', 'bayar', 'sda', 'atur', 'kelola', 'sejahtera', 'rakyat', 'jual', 'murah', 'rumah', 'sakit', 'sehat', 'diliberasisasi', 'asai', 'swasta', 'bikin', 'bpjs', 'dalih', 'iur', 'negara', 'tukang', 'palak']",Negatif
1852,jokowi naikkan iuran bpjs kesehatan pemkot solo bayar angsuran premi mei jokowi bpjs merahputih,jokowi naik iur bpjs sehat pemkot solo bayar angsur premi mei jokowi bpjs merahputih,"['jokowi', 'naik', 'iur', 'bpjs', 'sehat', 'pemkot', 'solo', 'bayar', 'angsur', 'premi', 'mei', 'jokowi', 'bpjs', 'merahputih']",Negatif
1853,keputusan presiden jokowi menaikkan iuran bpjs kesehatan digugat gugatan peraturan presiden perpres nomor diajukan mahkamah agung ma jokowi bpjs kesehatan ,putus presiden jokowi naik iur bpjs sehat gugat gugat atur presiden pres nomor aju mahkamah agung ma jokowi bpjs sehat,"['putus', 'presiden', 'jokowi', 'naik', 'iur', 'bpjs', 'sehat', 'gugat', 'gugat', 'atur', 'presiden', 'pres', 'nomor', 'aju', 'mahkamah', 'agung', 'ma', 'jokowi', 'bpjs', 'sehat']",Negatif
1854,komunitas pasien cuci darah gugat kenaikan iuran bpjs kesehatan ,komunitas pasien cuci darah gugat naik iur bpjs sehat,"['komunitas', 'pasien', 'cuci', 'darah', 'gugat', 'naik', 'iur', 'bpjs', 'sehat']",Negatif
