,Data_Text,Sentiment
1940,dear all perintah dah ngga mikir ngga mundur baik sbg warga negara jd serta bpjs sehat sdh bayar kelas 1 ayo rame pindah kelas biar dpt subsidi sriotakmukemana,Negatif
1941,dampak akibat naik iur bpjs sehat turun kelas bayar naik dicover bpjs,Negatif
1942,sy jg hidup sejahtera bos sy harap perintah sy harap perintah presiden jaga kondisi negara aman biar bpjs sehat tdk salam,Negatif
1943,gimana bahas pakai bpjs sehat dampak akibat naik iur bpjs sehat owner sih bahas tau,Negatif
1944,sehat didik tanggung negara malakini rakyat bpjs,Negatif
1945,ajar politikus kampanye didik sehat gratis percaya lihat politikus koar pilih sehat gratis raka diam bpjs loh,Negatif
1946,konsep bpjs konsep konsep bpjs jalan sesuai bangun fasilitas mutu sehat rumah sakit daerah rumah sakit hak anggota bpjs batas kaya pesrta bpjs,Negatif
1947,iur segitu komplain bayar asuransi keeehatan non perintah ratus rb gabung test sehat bpjs dfn iur minim sakit tanggung serta tdk seleksi komplain,Negatif
1948,kalok udh tau sulit napa bpjs ngajuin keluarga miskin aj biar sehat d bantu perintah bpjs program bantu iur,Negatif
1949,bpjs rancang tuju bantu iur bpjs trus bayar perintah trus iur gimana nasib beda program sehat gratis masyarakat bayar urus pusat,Negatif
1950,tau brp hrg asuransi sehat cakup sakit cover sy tau brp hrg obat leukimia cuci darah seblm bpjs bpjs layan jelek tindas klo rs obat generik harga gpp sy blm sanggup byar asuransi swasta soale,Negatif
1951,rakyat miskin rugi naik iur bpjs rugi bela tolak naik iur bpjs sehat ngotot narasi bela rakyat miskin akibat naik iur bpjs sakit,Negatif
1952,jokowi tau dapat anjlok bpjs msh naik klo bpjs gk sanggup jd wadah rakyat ringan biaya sehat lbh bubar kembali program sehat perintah biar kaya bayar uang tdk bantu si miskin,Negatif
1953,jiahh situ ngga kuat ngutang ngga turun iur bpjs sehat,Negatif
1954,iur bpjs tuju jamin sehat nasional disalahgunakan keluh bayar pake uang sama jabat masyarakat ngerti stafsus smi,Negatif
1955,ngilu kacida weh geusmah bpjskesehatan bbm teu diturunkeun janji pimpin keur kampanye nu rek ngabela rakyat leutik,Negatif
1956,kerja rumah maha dahsyat kelola jamin sehat sosial masyarakat perintah benah spt mendahulukeun telur ayam mendahulukeun layan iur sadar sih bayar vs pakai bpjs,Negatif
1957,lhooo sadar serta jamin sehat sosial masyarakat tarik bayar duluan sakit praktek ndaptar bpjs bayar cari layan sehat pas sakit sih hehehehe,Negatif
1958,diturunin gaji direksi n jabat bpjs tenggang tenaga sehat kerja jabat bpjs kaya makan gaji buta manajemen ngak beres,Negatif
1959,emank mudah tuju negara bangsa jamin sejahtera rakyat rakyat nikmat hidup mewah hisab dana negara bilang subtansi bpjs sedia akses sehat masyarakat bwh,Negatif
1960,bpjs gimana nggak bangkrut byr iur mandiri hbs operasi puluh ratus juta sembuh nggak bayar iur gaji direksi bpjs jg jgn lewat tinggi tenggang tenaga sehat,Negatif
1961,optimal lahan tidur sbg kuari hasil untung daripada tuk bayar iur sehat warga bpjs sama kelas hak warga lokasi tsb serta bpjs kls bayar dr hasil kelola lahan kolektif tsb,Negatif
1962,bikin urung bpjs biaya orang sengaja ndak peduli sehat trus sakit orang kanker paru ngrokok orang gagal ginjal jaga makan pas diabetes,Negatif
1963,lbh risau rencana jangka tengah rasionalisasi layan program dasar butuh dasar sehat layan tanggung bpjs tara layan tingkat faskes puskesmas ngga aware tutup isu iur,Negatif
1964,anak orok lahir tau bhw jokowi sengsara rakyat lucu fikirannya dtg iur bpjs sehat naik tpi sdh sadar duluan bhw rakyat tunggak krn tdk byr tpi naik iur,Negatif
1965,saat perintah ngasih jamin sehat warga banyak guna bpjs muter otak biar makan orang model ckck,Negatif
1966,rakyat peras vs bpjs berpoya bpjs tangan sosial sehat rakyat tatakelola standar sejahtera pegawai ikut standar bumn murni bisnis lebih sejahtera pns polri dn tni salah akibat defisit,Negatif
1967,dungu bpjs sehat program bangtu bantu bantu jngan loe rusak ambisi bodoh loe,Negatif
1968,ulah oknum banget manfaat bpjs hilang masy gol tdk bs dpt akses sehat,Negatif
1969,gk ndleming asuransi sehat pyur premi juta org sebut usaha asuransi jenis asuransi gk ndleming asuransi tabung uang nasabah klo bpjs emg klo gk pakai uang iur ambil,Negatif
1970,bubar bpjs krn sjk lbh polemik nyaman direksi gaji ratus juta fasilitas spt jabat negara negara ngrsin sehat rakyat miskin tengah atas suruh asuransi sehat swasta sj,Negatif
1971,bpjs vs asuransi sehat pilih bpjs murah jamin mudah klaim iur tinggal ganti pilih asuransi sehat ngamuk hidup pilih cooook,Negatif
1972,gerombol kadrun netizen rame awal paham masalah diam bpjs sehat dah buka otak skrg kadrun netizen oon rame koment ttg new normal kemarin tuju gaduh satu rame awal,Negatif
1973,mau off serta bpjs sehat boleh bu jamin sehat notabene perintah wajib jamin sesuai amanat uud paksa ancam denda tagih debt collector,Negatif
1974,pdip aku alas perintah naik iur bpjs sehat rakyat marginal alas bokek pdip payah,Negatif
1975,maaf berat silah henti anggota bpjs cari asuransi murah gitu mana letak tanggung perintah sehat warga negara,Negatif
1976,kaji kpk akar defisit bpjs sehat inefisiensi simpang fraud naik iur bpjs nama rezim brengsek layak bubar,Negatif
1977,kagak peduli elu naik iur bpjs elu kagak maksa rakyat bpjs rakyat hak pilih program sehat mana program elu ndro,Negatif
1978,bener zalim iur bpjs sehat din syamsudin zalim nyata,Negatif
1979,jokowi kuat sejahtera rakyat sengsara rakyat turun pulang solo sial luh netizenemosinyasudahdiubunubun,Negatif
1980,sehat masyarakat jamin bpjs din juang banyak komentar solusi anak,Negatif
1981,hemm logika dungu klas klas drun klas gratis tetep gratis ngook loe goblok tung jadiin bumper orang kaya bayar bpjs bnyk asuransi sehat swata ajar malas ngetuit ma dungu akut,Negatif
1982,haiyaaa si udin ngamuk din syamsuddin tuduh rezim jokowi zalim thd rakyat naik iur bpjs sehat potensi jadi masyarakat patuh perintah,Negatif
1983,bahasa hebat banget rakyat selamat bpjs trus mana peran negara perintah selamat rakyat serba balik,Negatif
1984,kaum togok dungu maju bela bangga bangga,Negatif
1985,hancur krn salah milih pimpin tamat,Negatif
1986,anggota dpr ri dapil yaa bahasa lugas tajam aspirasi rakyat anggar sehat triliun knp iur bpjs sehat naik harus anggota dewan diam meng amin lawan,Negatif
1987,salah kelola rakyat korban naik iur bpjs sehat,Negatif
1988,dalih perintah urgensi gk tambal hidup lagintuh bpjs sanggah data rinci kontra perintah dah menfakui mafia sehat liat tindak berantas,Negatif
1989,iya bayar iur bpjs kelas bayar kuasa tunjnagan sehat buzze,Negatif
1990,goblok bego bs baca erti tulis dlm atur naik bpjs sehat bodoh,Negatif
1991,sedih sih dok sampe layan sehat msh kapital huhu bpjs berat,Negatif
1992,klo anggur bayar bpjs klo gk kerja serta ketenagakerjaan mas tdk dlm program bpjs msh ad asuransi jamin sehat kartu indonesia sehat skm jga penggauran jadi contoh,Negatif
1993,buahahaha iyain deh bpjs sehat ketenagakerjaan anggap konteks pdhl skali beda contoh anggur dy bs jd serta bpjs sehat bs jd serta bpjs ketenagakerjaan xixixi,Negatif
1994,jokowi sok tau usil sok nasehat deh urus perintah bpjs bertanggungjawab langsung kpd presiden jokowi,Negatif
1995,sanggup munduur perintah konstitusi jokowi bpjs sehat defisit salah kelola,Negatif
1996,pale lu peduli lu circle lu kaga peduli tenaga sehat rakyat kena imbas naik bpjs tdl sembako bbm situ sehat mikir otak,Negatif
1997,ra mashok ngerti ra mengatasnamakan negara poin mo nyindir rakyat ujung rakyat kambing hitam embel sehat pandemi hasyu perintah ngotak dikit kek dah duit bagi butuh jugak mentok bpjs tok,Negatif
1998,mala tpi masyarakat syukur bpjs jamin sehat jamin butuh kelas n kelas perintah subsidi,Negatif
1999,cukai rokok gunung bromo suntik dana partai bumn proyek proyek jatah uang jabat sehat bpjs paksa peras rakyat negara bodoh,Negatif
2000,pantesan orang naikin bpjs sehat ketua mahkamah agung turun bpjs sehat pensiun ganti sucks,Negatif
2001,rakyat rugi bijak salah arah vangke ramai ramai warga tolak naik iur bpjs sehat,Negatif
2002,kader partai korupsi syapi sok bela rakyat krn naik iur bpjs isi otak lup koleksi bini muda dasar manusia munafik bangst,Negatif
2003,naikin bpjs baik layan kualitas sehat rakyat badan selenggara bpjs defisit rakyat nutupin ras uang rakyat gaji hadir adil sejahtera rakyat,Negatif
2004,jahat kau zon klo kau corong suara rakyat kau dukung nikmat bpjs masyarakat zon masyarakat kelas berat naik fasilitas sehat,Negatif
2005,ketua mui dl bpjs sehat haram mbalelo jaman jaman bahaya waspadalahh,Negatif
2006,sadar sih tdk serta kelas orang kaya orang kaya engga pake bpjs mrk asuransi sehat fasilitas kamar vvip mahal empat sedikit pd rakyat nggak sanggup bayar iur bpjs menkeu nyuruh turun kelas,Negatif
2007,licik bpjs jamin sosial nasional sehat era kelola akal pakai asuransi,Negatif
2008,lu beneran g bpjs jamin sehat sok nama purapurabahagia niyee,Negatif
2009,simple bpjs sehat ramai servicing bener perangkat rumah sakit ramah pegawai benah bayar layan gitu pake bodoh,Negatif
2010,bohong jkn bpjs jamin sehat kapital bidang sehat butuh pokok wajib perintah rakyat bayar sistem mala,Negatif
2011,bpjs bentuk lepas tangan perintah wajib sedia layan sehat warga negara kapitalisme terap serba kapital mana hubung negara rakyat bangun atas hubung bisnis,Negatif
2012,pamor jokowi anggap jatuh gara gara naik iur bpjs sehat kali pamor jatuh buzzer agung,Negatif
2013,mending bpjs sehat dtiadakan sj krna klo hnya sengsara rakyat,Negatif
2014,auto bakar kartu bpjs sehat bakar naikin tarif takut dosa eh sebenernya dosa sih ngebunuh dajjal dosa takut penjara muak total si goblok,Negatif
2015,pola pikir jabat kayak gin oiya gaji aman sih defisit negara hadir meres rakyat orang kaya pake bpjs pakai asuransi sehat bagus bpjs turun kelas orang kaya,Negatif
2016,perintah pusat bpjs kelola asuransi jamin biaya sehat rakyat mending ngaku gengsi malu lha koq kasar kok ngaku pro rakyat urus sehat rakyat biar murah paham,Negatif
2017,apa alas naik iur bpjs wabah covid tengah sulit ekonomi masyarakat tanda putus bijak tdk peduli pd sulit rakyat alas klaim perintah naik iur bpjs sehat,Negatif
2018,naik bpjs sblm wabah covid corona gugat n menang ma proses hukum pk suk teriak mang klu sakit lsg bantuin rakyat contoh gakbener dki urus bansos manpu gmn urus sehat indonesia,Negatif
2019,idtodayco media kadrun narasi sesat pantesan kadrun tolol naik iur bpjs sehat jokowi sengaja sengsara rakyat,Negatif
2020,kelas tdk rakyat miskin gratis mo naikkin citra wawas ralat neh iur bpjs sehat wabah corona,Negatif
2021,mebel vs dealer amat politik rocky gerung pres jadi landas hukum naik iur bpjs sehat seoalah tentang putus mahkamah agung sifat binding ikat,Negatif
2022,naik iur serta bpjs sehat pandemik bijak pro rakyat patut kritik partai dukung bijak presiden jadi tolok ukur pimpin pdip musim pilih,Negatif
2023,klo pake bpjs lu bs pake prudensial asuransi sehat bebas knp lu bego sih,Negatif
2024,sih bpjs gotong royong ngobati orang gk bayar sehat gk bayar bpjs urun sehat jd seeetttttruukkkk gara bayar bpjs,Negatif
2025,serta bpjs sehat dukung juang fraksi pks orang dungu salam akal sehat,Negatif
2026,ngatain bego lu jg goblok program kluarga lu pikir bpjs sampe program gratis biaya sehat lu pikir mikir,Negatif
2027,laaah ambil untung dasar bego kayak pake asuransi sehat tinggal bpjs mahal mending alih aj mandiri in health uang sehat pakai asuransi mandiri in health layan,Negatif
2028,ruar khalifah umar rakyat beban naik bpjs sehat,Negatif
2029,naik bpjs sehat bikin jokowi dlm bahaya impeachment mata moga tdk tambah derita rakyat,Negatif
2030,bijak naik iur bpjs sehat jokowi mendapata sorot walikota solo anggap jokowi sengsara rakyat,Negatif
2031,naik langsung operasional bpjs sehat bajing dana operasional bpjs sehat,Negatif
2032,bpjs sehat utang jatuh tempo triliun rumah sakit,Negatif
2033,tdk butuh pikir modern butuh pikir awam contoh bpjs dah bantu sehat perintah suruh bayar emang jual bpjs jual gandeng pertamina bpjs plus premium,Negatif
2034,gagal jalan amanat uud uud tsb adlh lindung segenap tumpah darah indonesia,Negatif
2035,waras si jolowi nggak mikir rakyat krn indonesia,Negatif
2036,naik bpjs sehat jokowi nilai sengsara rakyat,Negatif
2037,tanda negara uang bpjs sehat naik lawan hukum ma sejahtera rakyat peras pandemi covid tuk makan hari sulit,Negatif
2038,sehat sakit bayar iur sehat cebong tuju naik iur bpjs hati ngamuk tetep hore ada sesal salah pilih bong,Negatif
2039,ngotot naik iur bpjs sehat presiden jokowi tonton tabiat puji,Negatif
2040,iur dirut bpjs sehat bela si nganu tuuuh dirut bpjs bela rakyat apes bgt rakyat indonesia,Negatif
2041,bubar bpjs sehat argumentasi alas bpjs sehat bukti sah,Negatif
2042,bayar bpjs sehat empot empot sampe nunggak suruh nyicil rumah tua hadeh ngape coba dasar anjing,Negatif
2043,tdk pnh blg tolak bpjs inti diskusi adlh kpd pres tdk tentang subtansi ada bpjs fungsi masyarakat bwh akses sehat pada spt pasien asuransi premium,Negatif
2044,prank uni kala suka iur bpjs sehat batal naik kuat hukum bayar bpjs sehat buruh kena phk penuh butuh hidup bpjs sehat anggota dasar rezim babi makan sampah,Negatif
2045,bubarin aje bpjs sehat kembali uang rakyat,Negatif
2046,pimpin hati harus sehat rakyat tanggung negara prnimpin bilang khulafaur rasyidiin naik bpjs rakyat susah zholiim,Negatif
2047,hahahaha impeachment jokowi gara bpjs sehat patut duga curiga prosesor hukum pakde jujur pilih jokowi capres kemarin harap kabinet menteri periode eh periode menteri,Negatif
2048,pilih bubar bpjs sehat indonesia bubar,Negatif
2049,klo kpingin cepet turun tenaga sehat mogok kerja klo bbm ama bpjs turun,Negatif
2050,pimpin nurani rakyat puruk dlm hadap wabah virus corona iur bpjs sehat naik pikir ringan beban rkytnya saat situasi spt ambil putus sengsara rakyat,Negatif
2051,dilam bpjs sehat warga negara wajib milik bpjs sehat sdh daftar henti anggota kecuali tinggal mati turun dana zolim dasar,Negatif
2052,harap sakit parah sih kek biaya sehat segitunya opname habis segitu jg asuransi dr kampus bayar pake ukt make bpjs,Negatif
2053,dlu bpjs harap sehat masyrakat tdk sungguh ironis,Negatif
2054,kondisi sulit alas naik iur bpjs sehat pura bodoh bodoh beneren,Negatif
2055,tambah atur telat mbayar kena denda ogah bayar gratis biaya sehat perintah dn bpjs berzifat sosial gotong royong sifat pajak dn bentuk asuransi sehat jd dampak sakit,Negatif
2056,rakyat indonesia ikut bpjs ken ikut program gotong royong bidang sehat skrg asa jebak cm bs henti tinggal g ngelapor tinggal ttp kena tagih lg hts bayarin kk saudara pd g gila,Negatif
2057,wow bodoh banget nggak makan berita bpjs sehat ketenagakerjaan,Negatif
2058,tuju sby bpjs gotong royong bidang sehat nominal tdk berat serta jokowi bpjs jadi alat peras rakyat,Negatif
2059,info psbb cicil minggu total bulan sampe tugas sehat baper turun derajat hastagnya info bpjs kerap php nek turun kek viralnya influencer otak tinggal truslah karya bodoh yah,Negatif
2060,bodoh tetap hukum mahkamah agung cuek naik tarif bpjs sehat lanjut buruk susul tunggu buruk muncul kah jengah,Negatif
2061,bpjs jamin sehat tanggung negara defisit negara nanggung sekitar istana project prank kerja genah bpjs uang tolol banged sik dibodohin mulu ama rezim,Negatif
2062,wajib entah salah satu jamin sehat jelata beban naik bpjs beban gotong royong jelata suruh bayar pajak baca buku john perkins biar kmn pergi pajak negara brkmbang,Negatif
2063,alah gotong royong sehat kampung bentuk republik bpjs,Negatif
2064,sehat masak beli rokok bpjs sehat bungkus rokok ngeluh rangin jatah rokok,Negatif
2065,baca mana bpjs sehat klas tdk naik jokowi jokowi ttd berkas ngak baca baca ngak dukung jokowi malu in,Negatif
2066,wakil enak rakyat bagi wakil susah tau tau banget wakil umat bpjs sehat listrik api air pupuk dsb tanggung rakyat sebut hidup mandiri,Negatif
2067,bpjs sehat pribadi pikir rakyat rakyat bayar hasil turut rekan kerja pikir naik tarif jokowi,Negatif
2068,jokowi tekan pres 2020 ttg ubah pres 2018 ttg jamin sehat naik iur bpjs sehat batal ma naik presiden dmn nurani pimpin membebanirakyat,Negatif
2069,naik iur muncul bpjs bukti lepas tangan perintah tanggung layan sehat rakyat,Negatif
2070,bijak naik iur badan selenggara jamin sosial sehat bpjs sehat sehat nilai blunder anggap turun pamor presiden joko widodo,Negatif
2071,iur bpjs sehat naik sembunyi mana otak perintah,Negatif
2072,hahahaha dah injak ngelawan usaha sdh nanggung bpjs sehat bpjs tenaga kerja pajak hasil tambah lg tapera,Negatif
2073,bubar bpjs sistem urus sehat masyarakat urus pemda,Negatif
2074,din naik iur bpjs sehat tambah susah rakyat,Negatif
2075,naik iur bpjs sehat pandemi zalim,Negatif
2076,bpjs sehat jokowi sikap arogan,Negatif
2077,sih brfikir jokowi curiga hati drpd prakerja mending anggar nutup bpjs sehat,Negatif
2078,nunggak hutang beda bahasa ajah nunggak iur bpjs bayar papa pokok enam discroll twits jelas situ bijak iur bpjs sehat pandemi,Negatif
2079,intermezzo bahas contoh lawan komunis kelas bpjs mreka juang kelas sosial bayar sekian smua dapet laku sehat,Negatif
2080,mending klo ekonomi sehat ekonomi mblangsak bukti selisih harga bbm embat bpjs nyekik leher,Negatif
2081,bpk naif dukung scr babi buta lach naik iur bpjs sehat,Negatif
2082,naik iur bpjs menandakakan ketidakmampuan negara tangan pembiayaaan sehat warga negarannya,Negatif
